Dative case use: indirect object . {{c1::verb's accusative case object is referred toward the dative case object by the subject + verb . "to" or "for"::how to recognize . translation}} .	Wheelock	2	CaseUse chapter35
Dative case use: {{c1::indirect object::Dative of ___}} . verb's accusative case object is referred toward the dative case object by the subject + verb . {{c1::"to" or "for"::translation}} .	Wheelock	2	CaseUse chapter35
Dative case use: {{c1::indirect object . verb's accusative case object is referred toward the dative case object by the subject + verb::Dative of ___ . how to recognize}} . "to" or "for" .	Wheelock	2	CaseUse chapter35
