caseUse|cum as (subord.) conj.|temporal clause|indic. subord. verb|when, while + indic.
caseUse|cum as (subord.) conj.|circumstantial clause|1) subj. subord. verb 2) describing general circumstances of main verb|when + indic.
caseUse|cum as (subord.) conj.|causal clause|1) subj. subord. verb 2) describing cause of main verb|since + indic.
caseUse|cum as (subord.) conj.|adversative or concessive clause|1) subj. subord. verb 2) describing circumstance obstructing or opposing main verb 3) main clause often contains tamen|although + indic.
n|as, ássis|m|an as, a small copper coin, comparable to a penny|ace
n|auxílium, auxíliī|n|aid, help|auxiliary; cf auctor and augēre
v|?, augēre, ? ?|to increase, augment|cf auxilium, -ī
n|dígitus, dígitī|m|finger, toe|digit, digital, digitalis, digitalize, digitize, prestidigitation
n|elephántus, elephántī|m and f|elephant|elephantiasis, elephantine
n|exsílium, exsíliī OR exílium, exíliī|n|exile, banishment|exilic
n|invídia, invídiae|f|envy, jealousy, hatred|invidious, envious
n|rū́mor, rūmṓris|m|rumor, gossip|rumormonger
n|vī́num, vī́nī|n|wine|wine, vinegar, viniferous, vintage, vinyl
n|medíocris, medíocre|ordinary, moderate, mediocre|mediocrity; cf. medius
prep + acc|ápud|among, in the presence of, at the house of||preposition
adv|sémel|a single time, one, one and for all, simultaneously||adverb
adv|úsque|all the way, up (to), even (to), continuously, always||adverb
v|dóleō, dolḗre, dóluī, dolitū́rum|to grieve, suffer; hurt, give pain|doleful, dolor, dolorous, Dolores, condole, condolences, indolent
v|dórmio, dormī́re, dormī́vī, dormī́tum|to sleep|dormitory, dormer, dormancy, dormant, dormouse
v|férō, férre, túlī, lā́tum|to bear, carry, bring; suffer, endure, tolerate; say, report|fertile, circumference, defer, differ, infer, prefer, proffer, suffer, transfer; cf. tolerō, tollō
v|ádferō, adférre, áttulī, allā́tum|to bring to|afferent, allative
v|cṓnferō, cōnférre, cóntulī, collā́tum|to bring together, compare; confer, bestow;
phrase|sē cōnférre|idiom, to go, lit. to take/betake oneself|conference, collate, collation; the abbreviation "cf." = cōnfer|phrase
v|ófferō, offérre, óbtulī, oblā́tum|to offer|offertory, oblation
v|réferō, reférre, réttulī, relā́tum|to carry back, bring back; repeat, answer, report|refer, reference, referent, referral, relate, relation, relative
v|invídeō, invidḗre, invī́dī, invī́sum|to be envious; with dative, to look at with envy, envy, be jealous of|invidious, invidiousness
v|óccidō, occídere, óccidī, occā́sum|to fall down; die; set|occident, occidental, occasion, occasional; cf. cadō, occāsiō
