all	3	erim	erim	1	sg	perfect	subjunctive	active	30
all	3	issem	issem	1	sg	pluperfect	subjunctive	active	30
all	3	issemus	issēmus	1	pl	pluperfect	subjunctive	active	30
all	3	issent	issent	3	pl	pluperfect	subjunctive	active	30
all	3	isses	issēs	2	sg	pluperfect	subjunctive	active	30
all	3	isset	isset	3	sg	pluperfect	subjunctive	active	30
all	3	issetis	issētis	2	pl	pluperfect	subjunctive	active	30
all	4	us/-a/-um w/esse in imperfect subjunctive	us/-a/-um	all	all	pluperfect	subjunctive	passive	30
all	4	us/-a/-um w/esse in present subjunctive	us/-a/-um	all	all	perfect	subjunctive	passive	30	
