n|fātum, fā́tī|n|fate; death|fatal, fatalism, fatality, fateful, fairy; fābula and fāma are from the same stem
n|ingénium, ingéniī|n|nature, innate talent|ingenuity, genius, genial, congenial; cf. genus, gēns, and gignere
v|?, gignere, ?, ?|to create, give birth to
n|mū́rus, mū́rī(?)|m(?)|wall of a house|mural
n|moénia, moénium|n. pl.|walls of a city|munitions, ammunition; cf mūnire
v|mūniō, munīre, munīvī, munītum|to fortify, defend; build (a road)|munitions, ammunition; cf moenia
n|nā́ta, nā́tae|f|daughter|prenatal, postnatal, Natalie; cf nātūra
n|ṓsculum, ṓsculī|n|kiss|osculate, osculation; cf ōs
n|sī́dus, sī́deris|n|constellation, star|sidereal, consider, desire
adj|dígnus, dígna, dígnum + abl|worthy, worthy of|dignify, dignity from dignitās, indignation from indignātiō, deign, disdain, dainty
adj|dū́rus, dū́ra, dū́rum|hard, harsh, rough, stern, unfeeling, hardy, difficult|dour, durable, duration, during, duress endure, obdurate
adv|dḗnique|at last, finally, lastly||adv
postpositive adv|quídem|indeed, certainly, at least, even; nē ... quídem = not ... even|don't confuse with quīdam|adv
adv|vḗrō|in truth, indeed, to be sure, however|very, verily, etc.; cf. vērus, vēritās|adv
v|cóndō, cóndere, cóndidī, cónditum|to put together or into, store; found, establish|con- + dō, dare; condiment, abscond, recondite
v|téndō, téndere, teténdī, téntum or tḗnsum|to stretch, extend; go|tendon (?); cf. contendō
v|conténdō, conténdere, conténdī, conténtum|to strive, struggle, contend; hasten|contender, contentious; cf. tendō
v|mólliō, mollī́re, mollī́vī, mollī́tum|to soften; make calm or less hostile|mollescent, mollify, mollusk, emollient; cf. adj|móllis, mólle|soft, mild, weak|cf. molliō
v|púgnō, pugnā́re, pugnā́vī, pugnā́tum|to fight|pugnacious, impugn, pugilist
v|respóndeō, respondḗre, respóndī, respṓnsum|to answer|respond, response, responsive, responsibility, correspond
v|súrgō, súrgere, surrḗxī, surrḗctum|to get up, arise|surge, resurgent, resurrection, insurgent, insurrection, source, resource
