caseUse|subjunctive|indirect question|introduced with interrogative words: quis/quid, quī/quae/quod, quam, quandō, cūr, ubi, unde, uter, untrum ... an, -ne, etc.|no auxiliary, as indicative, depending on interrogative word used

