n|dēlectā́tiō, dēlectātiṓnis|f|delight, pleasure, enjoyment|delectation, delectable, delicious, dilettante; cf. dēlectō
n|népōs, nepṓtis|m|grandson, descendant|nephew, nepotism, niece
n|sōl, sṓlis|m|sun|solar, solarium, solstice
adj|dī́ligēns, gen. dīligéntis|diligent, careful|diligence, diligently
adj|dissímilis, dissímile|unlike, different|dissimilar, dissimilarity, dissemble
adj|grácilis, grácile|slender, thin|gracile, gracility
adj|húmilis, húmile|lowly, humble|humility, humiliate, humiliation
sg comparative adj|máior, máius|greater; older|major, majority, mayor|adjective
n|maiṓrēs, maiṓrum (substantively)|m|ancestors|major, majority, mayor
indeclinable adjective|quot|how many, as many as|quota, quotation, quotient|adjective
adj|súperus, súpera, súperum|above, upper|superior, etc.; cf. superō
n|súperī, superṓrum (substantively)|m pl|the gods|superior, etc.; cf. superō
adj|ū́tilis, ū́tile|useful, advantageous|utility, utilitarian, utilization, utilize
n|ūtílitās, ūtilitā́tis|f|utility|utilitarian, utilization, utilize, cf. ūtilis
v|pṓnō, pṓnere, pósuī, pósitum|to put, place, set
v|próbō, probā́re, probā́vī, probā́tum|to approve, recommend; test|probe, probate, probable, approbation, proof, prove, approval, improve, reprobate; cf. probitās
