all	4	-us/-a/-um w/esse in present	-us/-a/-um	all	all	perfect	indicative	passive	19
all	4	-us/-a/-um w/esse in imperfect	-us/-a/-um	all	all	pluperfect	indicative	passive	19
all	4	-us/-a/-um w/esse in future	-us/-a/-um	all	all	future perfect	indicative	passive	19
