"{{c1::to decline}}" is to "{{c2::base}}" as "{{c3::to conjugate}}" is to "{{c4::stem}}"	Wheelock	2	
{{c1::Coordinating conjunctions}} introduce {{c2::equivalent nouns or (independent) clauses}}	Wheelock	2	
{{c2::Subordinating conjunctions}} introduce {{c2::a subordinate (dependent) clause and connect it with a main (independent) clause}}	Wheelock	2	
