An {{c1::appositive}} is a noun that is {{c2::"positioned next to" another noun}} as a/an {{c2::explanatory equivalent}}.	Wheelock	3	
The roots for the noun, "appositive," are "{{c1::ad}}," meaning, "{{c1::at/next to}}," and "{{c1::po̅no̅, positus}}," meaning, "{{c1::to set/position}}."	Wheelock	3	
